資料名,資料名（ヨミ）,コレクション名,言語,種別,編著者,編著者（ヨミ）,発行者,出版地,刊行年、書写年等,刊行年月日（西暦),形態,内容記述,Alternative Title,Alternative,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
病理略論 上,ビョウリリャクロン|Byouriryakuron,古典籍コレクション [医学図書館],日本語,,満斯歇児篤(マンスフェルト)講義,,,,明治4年,,2冊 23cm,請求記号: HR:13|資料解説: Mansvelt(オランダ 1832-1912) は長崎精得館(長崎大医学部)、熊本医学校などで教師を務めた。熊本では緒方正規、浜田玄達、北里柴三郎が学生としていた。|刊年2: 1871,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20e7ceec-5253-4bf1-8918-d47558d2a434.json,20e7ceec-5253-4bf1-8918-d47558d2a434,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/20e7ceec-5253-4bf1-8918-d47558d2a434,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5c7a036792f69882078490245915ac687a82446c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612064,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,012,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20e7ceec-5253-4bf1-8918-d47558d2a434/manifest,,,,,32
病理略論 下,ビョウリリャクロン|Byouriryakuron,古典籍コレクション [医学図書館],日本語,,満斯歇児篤(マンスフェルト)講義,,,,明治4年,,2冊 23cm,請求記号: HR:13|資料解説: Mansvelt(オランダ 1832-1912) は長崎精得館(長崎大医学部)、熊本医学校などで教師を務めた。熊本では緒方正規、浜田玄達、北里柴三郎が学生としていた。|刊年2: 1871,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/37466018-b28a-429b-84ea-f1669f44f92c.json,37466018-b28a-429b-84ea-f1669f44f92c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/37466018-b28a-429b-84ea-f1669f44f92c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0d126d25cc287020501baa1c02c9dcb01269f080.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612063,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,013,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/37466018-b28a-429b-84ea-f1669f44f92c/manifest,,,,,37
痢病論,リビョウロン|Ribyouron,古典籍コレクション [医学図書館],日本語,,石黒忠悳,,,,不明,,1冊 23cm,請求記号: HR:153|資料解説: 題簽タイトル 「痢病論附録麻疹略論」|刊年2: 不明,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/58deced2-6459-47b2-a841-8c07fd805494.json,58deced2-6459-47b2-a841-8c07fd805494,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/58deced2-6459-47b2-a841-8c07fd805494,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bf1aec84b293a178c2b4b067cd646e4853140304.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612062,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,014,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/58deced2-6459-47b2-a841-8c07fd805494/manifest,,,,,32
済生備考 1巻,サイセイビコウ|Saiseibikou,古典籍コレクション [医学図書館],日本語,,杉田成郷,,,,嘉永3年,,2冊 26cm,請求記号: HR:160|資料解説: 著者の杉田成郷は杉田玄白の孫にあたり、わが国最初(1855年)のエーテル吸入麻酔を行った。この書の2巻には「麻酔」という用語が使用されている。1巻の聴胸器用法略説では、ラエネックスのテトスコープ(聴胸器)について図を載せて紹介している。|刊年2: 1850,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9b4a49a-1b46-4fab-ace1-0bf5d8133fd3.json,f9b4a49a-1b46-4fab-ace1-0bf5d8133fd3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/f9b4a49a-1b46-4fab-ace1-0bf5d8133fd3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fddf75c62f46c1a8c653c1b62415679fe3c1edf9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612061,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,015,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9b4a49a-1b46-4fab-ace1-0bf5d8133fd3/manifest,,,,,25
済生備考 2巻,サイセイビコウ|Saiseibikou,古典籍コレクション [医学図書館],日本語,,杉田成郷,,,,嘉永3年,,2冊 26cm,請求記号: HR:160|資料解説: 著者の杉田成郷は杉田玄白の孫にあたり、わが国最初(1855年)のエーテル吸入麻酔を行った。この書の2巻には「麻酔」という用語が使用されている。1巻の聴胸器用法略説では、ラエネックスのテトスコープ(聴胸器)について図を載せて紹介している。|刊年2: 1850,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2da30615-00d0-4b0e-a178-a9b821f3eed2.json,2da30615-00d0-4b0e-a178-a9b821f3eed2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/2da30615-00d0-4b0e-a178-a9b821f3eed2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/be9d79634adbca4a74ecf5deaf032e82d4803282.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612060,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,016,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2da30615-00d0-4b0e-a178-a9b821f3eed2/manifest,,,,,49
増補改正譯鍵 1巻,ゾウホカイセイヤッケン|Zouhokaiseiyakken,古典籍コレクション [医学図書館],日本語,,廣田憲寛,,,,安政4年,,5冊 26cm,請求記号: HR:222|刊年2: 1857,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/09069c95-b1bc-4ed8-b21c-0f1359b68641.json,09069c95-b1bc-4ed8-b21c-0f1359b68641,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/09069c95-b1bc-4ed8-b21c-0f1359b68641,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/83540b5596bf61e60f686161fbaaae45c48b03bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612059,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,017,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/09069c95-b1bc-4ed8-b21c-0f1359b68641/manifest,,,,,76
増補改正譯鍵 2巻,ゾウホカイセイヤッケン|Zouhokaiseiyakken,古典籍コレクション [医学図書館],日本語,,廣田憲寛,,,,安政4年,,5冊 26cm,請求記号: HR:222|刊年2: 1857,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/23da5ff3-00a8-4dfb-a985-3854b05e3d3d.json,23da5ff3-00a8-4dfb-a985-3854b05e3d3d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/23da5ff3-00a8-4dfb-a985-3854b05e3d3d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f7779fbd406d45cd47714e837a907675b3899421.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612058,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,018,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/23da5ff3-00a8-4dfb-a985-3854b05e3d3d/manifest,,,,,82
増補改正譯鍵 3巻,ゾウホカイセイヤッケン|Zouhokaiseiyakken,古典籍コレクション [医学図書館],日本語,,廣田憲寛,,,,安政4年,,5冊 26cm,請求記号: HR:222|刊年2: 1857,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ba950012-a630-409d-b92a-83efc00a6dc1.json,ba950012-a630-409d-b92a-83efc00a6dc1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/ba950012-a630-409d-b92a-83efc00a6dc1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bbdaec8c3508aeecde49c6c295e6a1753921753e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612057,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,019,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ba950012-a630-409d-b92a-83efc00a6dc1/manifest,,,,,91
増補改正譯鍵 4巻,ゾウホカイセイヤッケン|Zouhokaiseiyakken,古典籍コレクション [医学図書館],日本語,,廣田憲寛,,,,安政4年,,5冊 26cm,請求記号: HR:222|刊年2: 1857,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/399c0f15-28b8-4fb7-ae3c-9533cde36b76.json,399c0f15-28b8-4fb7-ae3c-9533cde36b76,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/399c0f15-28b8-4fb7-ae3c-9533cde36b76,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a40dfc01f0ab23dece6f86b47d1d5b0eaca29885.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612056,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,020,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/399c0f15-28b8-4fb7-ae3c-9533cde36b76/manifest,,,,,84
増補改正譯鍵 5巻,ゾウホカイセイヤッケン|Zouhokaiseiyakken,古典籍コレクション [医学図書館],日本語,,廣田憲寛,,,,安政4年,,5冊 26cm,請求記号: HR:222|刊年2: 1857,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f844131-df23-4484-b6a0-a872a9278926.json,2f844131-df23-4484-b6a0-a872a9278926,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/2f844131-df23-4484-b6a0-a872a9278926,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8748ef379e22d6c8b6329465ed52847a59824bd2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612055,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,021,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f844131-df23-4484-b6a0-a872a9278926/manifest,,,,,85
扶氏診断,フシシンダン|Fushishindan,古典籍コレクション [医学図書館],日本語,,扶歇蘭度(フーフェランド)著|山本致美 譯|大槻俊斎 閲,,,,安政5年,,1冊 26cm,請求記号: HR:240|資料解説: C. W. Hufeland (独 1762-1836) 「 Enchiridion medicum oder Anleitung zur medicinischen Praxis 」 の一部分を訳した。校閲者の大槻俊斎は、お玉ヶ池種痘所設立のために拠金した83名の蘭方医のうちの一人で、初代の頭取を務めた。|刊年2: 1858,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/56b458c7-dee8-4861-9826-31fbbe9ee636.json,56b458c7-dee8-4861-9826-31fbbe9ee636,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/56b458c7-dee8-4861-9826-31fbbe9ee636,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06fcead714cfb7983504836067061589dadd2b62.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612054,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,022,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56b458c7-dee8-4861-9826-31fbbe9ee636/manifest,,,,,106
眼科新書 5巻,ガンカシンショ|Gankashinsho,古典籍コレクション [医学図書館],日本語,,不冷吉(プレンキ)著|杉田立卿 訳,,,,文化12年,,5冊 27cm,請求記号: HR:243|資料解説: Plenck (オーストリア 1733-1807) の眼科書を訳したもの、日本で最初に訳された眼科書である。 眼球解剖図(眼球略図)は江戸後期の洋風画家 石川大浪による。訳者の杉田立卿は、杉田玄白の息子。|刊年2: 1815,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0a17d974-70c3-41bb-9b5b-ec302b92c089.json,0a17d974-70c3-41bb-9b5b-ec302b92c089,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/0a17d974-70c3-41bb-9b5b-ec302b92c089,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eee3cc26d50c9d7007bb4bb3888860a96908ba0b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612053,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,023,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0a17d974-70c3-41bb-9b5b-ec302b92c089/manifest,,,,,41
眼科新書 1巻,ガンカシンショ|Gankashinsho,古典籍コレクション [医学図書館],日本語,,不冷吉(プレンキ)著|杉田立卿 訳,,,,文化12年,,5冊 27cm,請求記号: HR:243|資料解説: Plenck (オーストリア 1733-1807) の眼科書を訳したもの、日本で最初に訳された眼科書である。 眼球解剖図(眼球略図)は江戸後期の洋風画家 石川大浪による。訳者の杉田立卿は、杉田玄白の息子。|刊年2: 1815,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65a858a8-cbc4-4b73-a637-10ae415134fb.json,65a858a8-cbc4-4b73-a637-10ae415134fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/65a858a8-cbc4-4b73-a637-10ae415134fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/622c898c6923caea5d54cdce0aad2ab716397510.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612052,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,024,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/65a858a8-cbc4-4b73-a637-10ae415134fb/manifest,,,,,53
眼科新書 2巻,ガンカシンショ|Gankashinsho,古典籍コレクション [医学図書館],日本語,,不冷吉(プレンキ)著|杉田立卿 訳,,,,文化12年,,5冊 27cm,請求記号: HR:243|資料解説: Plenck (オーストリア 1733-1807) の眼科書を訳したもの、日本で最初に訳された眼科書である。 眼球解剖図(眼球略図)は江戸後期の洋風画家 石川大浪による。訳者の杉田立卿は、杉田玄白の息子。|刊年2: 1815,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/70ae7226-c2e1-43d2-a8fd-92e77a8b32f8.json,70ae7226-c2e1-43d2-a8fd-92e77a8b32f8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/70ae7226-c2e1-43d2-a8fd-92e77a8b32f8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7a122feb39ae2b681c81460403386042561a13ed.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612051,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/70ae7226-c2e1-43d2-a8fd-92e77a8b32f8/manifest,,,,,37
眼科新書 3巻,ガンカシンショ|Gankashinsho,古典籍コレクション [医学図書館],日本語,,不冷吉(プレンキ)著|杉田立卿 訳,,,,文化12年,,5冊 27cm,請求記号: HR:243|資料解説: Plenck (オーストリア 1733-1807) の眼科書を訳したもの、日本で最初に訳された眼科書である。 眼球解剖図(眼球略図)は江戸後期の洋風画家 石川大浪による。訳者の杉田立卿は、杉田玄白の息子。|刊年2: 1815,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5335ef7-4979-445d-ad88-801c2da59ed9.json,a5335ef7-4979-445d-ad88-801c2da59ed9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/a5335ef7-4979-445d-ad88-801c2da59ed9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b169e519d9ad8eb916d701645cce4a687e4e7e1a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612050,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5335ef7-4979-445d-ad88-801c2da59ed9/manifest,,,,,37
眼科新書 4巻,ガンカシンショ|Gankashinsho,古典籍コレクション [医学図書館],日本語,,不冷吉(プレンキ)著|杉田立卿 訳,,,,文化12年,,5冊 27cm,請求記号: HR:243|資料解説: Plenck (オーストリア 1733-1807) の眼科書を訳したもの、日本で最初に訳された眼科書である。 眼球解剖図(眼球略図)は江戸後期の洋風画家 石川大浪による。訳者の杉田立卿は、杉田玄白の息子。|刊年2: 1815,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c640c53d-2cdb-4d29-bbab-88b786bbec50.json,c640c53d-2cdb-4d29-bbab-88b786bbec50,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/c640c53d-2cdb-4d29-bbab-88b786bbec50,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3e2ad18f4f3a6360f077151ada9003148b9b0de8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612049,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c640c53d-2cdb-4d29-bbab-88b786bbec50/manifest,,,,,37
日講紀聞 1巻,ニッコウキブン|Nikkoukibun,古典籍コレクション [医学図書館],日本語,,抱獨英(ボードイン)氏口授,,,,明治3年,,4冊 23cm,請求記号: HR:267|資料解説: Bauduin (オランダ 1882-1885)は、長崎養生所で教えていたポンペの後任として1862年に来日する。再来日した1869年より大阪医学校で教えた後、大学東校で約2ヶ月間教壇に立った。この書はその時の講義録をまとめたもの。当時、大学東校は上野への移転計画があり図面作成など準備が進められていたが、ボードインはこの計画に強く反対した。後に上野移転は中止となり、代わりに本郷の旧加賀藩邸へ移ることとなった。|刊年2: 1870,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e2551a07-6d02-499c-8185-a627fdcfc362.json,e2551a07-6d02-499c-8185-a627fdcfc362,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/e2551a07-6d02-499c-8185-a627fdcfc362,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/59d3639ac41afb4064fdb4244d3c3a0e2eb869a6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612048,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e2551a07-6d02-499c-8185-a627fdcfc362/manifest,,,,,41
