資料名/Title	解題/Description	出版事項/Publication, Discribution, etc.Area	数量/Unit	日付/Date	所蔵/Location	所蔵年次/Year	所蔵巻号/Volumes	請求記号/Call No.	資料区分/Document Categoly	データ形式/Format	本文言語/Language	Place	備考/Comments	書誌番号/Bib.ID	ライセンス/License	アイテムURL	Is Referenced By	iiif viewer	ID	ウェブサイトURL	サムネイル	機械可読ドキュメント	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
長崎表洋銀引替方の儀差支無之云々	No.: BE00021|帖整理番号: 4|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 62|元号: 安政|年: 6|月: 9|日: 12|西暦年: 1859|宛名: ユースデン|宛名原綴: Eusden|差出人1: 赤松左衛門尉|差出人2: 酒井隠岐守|差出人3: 村垣淡路守|差出人4: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/87aaa9ca-eace-4d1d-b9bf-250819419895.json	87aaa9ca-eace-4d1d-b9bf-250819419895														6
銀貨ならびに書翰を村垣、堀へ渡方依頼	No.: BE00022|帖整理番号: 4|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 63|元号: 安政|年: 6|月: 9|日: 20|西暦年: 1859|宛名: コンシユルセ子ラール|差出人1: 津田近江守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cbd04d62-f443-4b4c-9f06-e0b63cb54db2.json	cbd04d62-f443-4b4c-9f06-e0b63cb54db2														2
長崎表へ送る貨幣を仏国船便に依托する事を取止めて直送する旨通知	No.: BE00023|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 64|元号: 安政|年: 6|月: 9|日: 20|西暦年: 1859|宛名: ユースデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 赤松左衛門尉|差出人3: 酒井隠岐守|差出人4: 村垣淡路守|差出人5: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d555fa7e-dd7b-49a4-bf1a-59c56883d0f5.json	d555fa7e-dd7b-49a4-bf1a-59c56883d0f5														3
箱館より英船に托し奉行書翰ならびに貨幣到着に付受取に参上の旨通知	No.: BE00024|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 65|元号: 安政|年: 6|月: 10|日: 9|西暦年: 1859|宛名: ユーステン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 新見豊前守|差出人3: 村垣淡路守|差出人4: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a36d7aab-4ae0-437d-836a-4afe5fb3673e.json	a36d7aab-4ae0-437d-836a-4afe5fb3673e														5
公使館員勝手に遊歩、旅宿等を差えられたき旨通知	No.: BE00025|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 67|元号: 安政|年: 6|月: 10|日: 10|西暦年: 1859|宛名: ユーステン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 新見豊前守|差出人3: 村垣淡路守|差出人4: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2663803c-e337-4700-be5f-f3eed6135903.json	2663803c-e337-4700-be5f-f3eed6135903														4
日本の劔ならびに絹のお話及工人御紹介の儀に付返書	No.: BE00026|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 68|元号: 安政|年: 6|月: 10|西暦年: 1859|宛名: ユーステン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 新見豊前守|差出人3: 村垣淡路守|差出人4: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0e334f93-046f-46e1-bdc8-1d530af2fdbf.json	0e334f93-046f-46e1-bdc8-1d530af2fdbf														4
セ子ラールより面会申込に付返書	No.: BE00027|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 76|元号: 安政|年: 6|月: 10|日: 24|西暦年: 1859|宛名: ユースデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 新見豊前守|差出人3: 村垣淡路守|差出人4: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/af6b6f95-054d-4d45-aea8-e155a8f001e8.json	af6b6f95-054d-4d45-aea8-e155a8f001e8														5
箱館よりの届けもの受取通知	No.: BE00028|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 77|元号: 安政|年: 6|月: 11|日: 1|西暦年: 1859|宛名: ユウスデン|宛名原綴: Eusden|差出人1: 堀織部正|差出人2: 村垣淡路守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fadd7b22-51ae-4caa-b4c1-2e5c8b5e419b.json	fadd7b22-51ae-4caa-b4c1-2e5c8b5e419b														2
覚	No.: BE00029|帖整理番号: 5|種別: 奉行からの書翰|帖年月次: [1859]|文書番号: 77|元号: 安政|年: 6|月: 9|日: 27|西暦年: 1859|差出人1: 箱館方|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5af29fa5-f619-4367-a2d3-05b3e42a293b.json	5af29fa5-f619-4367-a2d3-05b3e42a293b														1
書翰ならびに貨幣一箱御届ヒ下落手候返信	No.: BE00030|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 1|元号: 安政|年: 6|月: 12|日: 11|西暦年: 1860|宛名: ユースデン|宛名原綴: Eusden|差出人1: 赤松左衛門尉|差出人2: 酒井隠岐守|差出人3: 新見豊前守|差出人4: 村垣淡路守|差出人5: 竹本図書頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4819b328-1f2b-4884-a84c-c224373175f5.json	4819b328-1f2b-4884-a84c-c224373175f5														3
ドルラル [dollar] 引替問合せの返信	No.: BE00031|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 6|元号: 安政|年: 6|月: 12|日: 16|西暦年: 1860|宛名: ユースデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 赤松左衛門尉|差出人3: 酒井隠岐守|差出人4: 新見豊前守|差出人5: 村垣淡路守|差出人6: 竹本図書頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6c735f8b-a3be-4e6a-92ca-92b2a955224d.json	6c735f8b-a3be-4e6a-92ca-92b2a955224d														2
年賀期間中は外国事務ならびに書通とも停止の通知	No.: BE00032|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 11|元号: 安政|年: 6|月: 12|日: 26|西暦年: 1860|宛名: ブレッキマン|宛名原綴: Blekman|差出人1: 溝口讃岐守|差出人2: 赤松左衛門尉|差出人3: 酒井隠岐守|差出人4: 新見豊前守|差出人5: 堀織部正|差出人6: 村垣淡路守|差出人7: 松平石見守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/129022c1-be6e-4aaa-aee8-0365c834774d.json	129022c1-be6e-4aaa-aee8-0365c834774d														3
銀貨引替方請求に関する返信	No.: BE00033|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 18|元号: 安政|年: 7|月: 正|日: 17|西暦年: 1860|宛名: ユウスデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 酒井隠岐守|差出人3: 堀織部正|差出人4: 松平石見守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ef1d7291-a414-413e-ab76-87a647a51ef2.json	ef1d7291-a414-413e-ab76-87a647a51ef2														2
厩取建方請求に関する返信	No.: BE00034|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 19|元号: 安政|年: 7|月: 正|日: 17|西暦年: 1860|宛名: ユウスデン|宛名原綴: Eusden|差出人1: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae7c4438-a81d-4ebc-864b-8e7fea023766.json	ae7c4438-a81d-4ebc-864b-8e7fea023766														4
亜米利加軍艦へ過分の引替銀云々問合せの返信	No.: BE00035|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 21|元号: 安政|年: 7|月: 正|日: 21|西暦年: 1860|宛名: ユースデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 堀織部正|差出人3: 松平石見守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a6a08464-87aa-4265-9678-bcc15b1178a6.json	a6a08464-87aa-4265-9678-bcc15b1178a6														4
馬繋場所賃借に関する返信	No.: BE00036|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 22|元号: 安政|年: 7|月: 正|日: 22|西暦年: 1860|宛名: ユウスデン|宛名原綴: Eusden|差出人1: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/052035c5-c0fa-4144-9c3e-dfd65ee11b9f.json	052035c5-c0fa-4144-9c3e-dfd65ee11b9f														3
トルラル [dollar] 引替高の儀問合せの返信	No.: BE00037|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 27|元号: 安政|年: 7|月: 正|日: 29|西暦年: 1860|宛名: ユウステン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 酒井隠岐守|差出人3: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/86a0a12d-8e00-4367-9b48-3223b0194353.json	86a0a12d-8e00-4367-9b48-3223b0194353														2
金貨の価格引上げに関する返信	No.: BE00038|帖整理番号: 6|種別: 奉行からの書翰|帖年月次: [1860]|文書番号: 31|元号: 安政|年: 7|月: 2|日: 2|西暦年: 1860|宛名: ユウスデン|宛名原綴: Eusden|差出人1: 溝口讃岐守|差出人2: 赤松左衛門尉|差出人3: 堀織部正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/87d59712-fd39-46a4-a3bc-0b2e2c0daa78.json	87d59712-fd39-46a4-a3bc-0b2e2c0daa78														4
小判価格付の触書	No.: BE00039|帖整理番号: 7|種別: 老中書翰附属同封文書|帖年月次: [1860]|文書番号: 20|元号: 萬延|年: 元|西暦年: 1860|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f04a9787-16ed-4b15-94bf-96e828149638.json	f04a9787-16ed-4b15-94bf-96e828149638														1
亜国船神奈川湊碇泊中の諸費洋銀引替高書付	No.: BE00040|帖整理番号: 7|種別: 老中書翰附属同封文書|帖年月次: [1860]|文書番号: 28|元号: 萬延|年: 元|西暦年: 1860|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d4a61875-d4af-4479-8438-04fa949d0117.json	d4a61875-d4af-4479-8438-04fa949d0117														1
英コンシユル 引替金云々 弐通	No.: BE00041|帖整理番号: 7|種別: 老中書翰附属同封文書|帖年月次: [1860]|文書番号: 39|元号: 萬延|年: 元|月: 正|日: 14|西暦年: 1860|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c3aea22a-b4f0-4168-8c9d-dc6a4aad4e7d.json	c3aea22a-b4f0-4168-8c9d-dc6a4aad4e7d														13
