タイトル,分類1,分類2,解説1,第一中学本,図版番号,開成学校本,キーワード,サイズ,帝国大学本,タイトル2,東京大学本,解説2,解説3,解説4,解説5,解説6,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
PL.85 ARCHITECTURE No.6,ARCHITECTURE,No.6,ORDRES.,○,PL.85,―,柱,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D&Eacute;TAILL&Eacute; DES DIFF&Eacute;RENTES PARTIES DE L'ORDRE DORIQUE MUTULAIRE.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/22ca9c69-5e6f-4f00-a440-f33b83e868e0.json,22ca9c69-5e6f-4f00-a440-f33b83e868e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/22ca9c69-5e6f-4f00-a440-f33b83e868e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cd08ac059c0dd7cd7b66a0e1505ffa5442caaf5e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541602,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,079,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22ca9c69-5e6f-4f00-a440-f33b83e868e0/manifest,,,,,1
PL.86 MÉCANIQUE No.62,MÉCANIQUE,No.62,POMPES A INCENDIE.,―,PL.86,―,ポンプ,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE POMPE A INCENDIE A BALANCIER ET A CYLINDRES VERTICAUX.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/39c0c4da-0581-58a5-46fa-7c18f3352ddd.json,39c0c4da-0581-58a5-46fa-7c18f3352ddd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/39c0c4da-0581-58a5-46fa-7c18f3352ddd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5ccdb99148b8addacb89c126ccbaf73a5d784945.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541601,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,080,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/39c0c4da-0581-58a5-46fa-7c18f3352ddd/manifest,,,,,1
PL.87 MÉCANIQUE No.63,MÉCANIQUE,No.63,PRESSES.,○,PL.87,―,機械/プレス,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UNE PRESSE &Agrave; BALANCIER POUR LE GAUFFRAGE ET L'IMPRESSION.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a34b9060-8edb-2896-5983-9a4c8be91601.json,a34b9060-8edb-2896-5983-9a4c8be91601,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/a34b9060-8edb-2896-5983-9a4c8be91601,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e69620bcdb42c58bf205383a3ec24b20ba51748d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541600,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,081,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a34b9060-8edb-2896-5983-9a4c8be91601/manifest,,,,,1
PL.88 MENUISERIE No.9,MENUISERIE,No.9,PARQUETS.,○,PL.88,―,祭壇/床,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA MOITI&Eacute; DU PARQUET DU SANCTUAIRE.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dc095abd-1c94-6051-0328-0ecd22fc79bd.json,dc095abd-1c94-6051-0328-0ecd22fc79bd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/dc095abd-1c94-6051-0328-0ecd22fc79bd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9bf297ec0af3f281cbdb352ac7921d46a5dbb7f3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541599,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,082,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dc095abd-1c94-6051-0328-0ecd22fc79bd/manifest,,,,,1
PL.89 MÉCANIQUE No.64,MÉCANIQUE,No.64,WAGONS,○,PL.89,―,車両/客車,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UN WAGON A VOYAGEURS. (PREMI&Egrave;RE CLASSE),,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb275c04-3734-3a3a-0ce6-9d33863c5a41.json,eb275c04-3734-3a3a-0ce6-9d33863c5a41,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/eb275c04-3734-3a3a-0ce6-9d33863c5a41,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d0eaa3644272f0b07910d31a53fd134e41d99cfb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541598,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,083,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eb275c04-3734-3a3a-0ce6-9d33863c5a41/manifest,,,,,1
PL.90 ARCHITECTURE No.7,ARCHITECTURE,No.7,ORDRE DORIQUE._ FAÇADES.,○,PL.90,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA FA&Ccedil;ADE D'UN BUREAU D'OCTROI DES AN&Ccedil;IENNES BARRI&Egrave;RES DE PARIS.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3cd97e0-2082-8173-4194-343e70f103e3.json,f3cd97e0-2082-8173-4194-343e70f103e3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/f3cd97e0-2082-8173-4194-343e70f103e3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d9d9e95cc31c5cfb338236077294860e3380bfb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541597,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,084,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3cd97e0-2082-8173-4194-343e70f103e3/manifest,,,,,1
PL.91 MÉCANIQUE No.65,MÉCANIQUE,No.65,CHARRUE.,○,PL.91,―,鋤/農具| 機械/水車,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE CHARRUE A POINTE DE S0C MOBILE.,ROUE HYDRAULIQUE.,DESSIN D'UNE ROUE HYDRAULIQUE AVEC VANNE EN DÉVERSOIR.,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a66a67d-1275-a516-9171-60276c949529.json,5a66a67d-1275-a516-9171-60276c949529,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/5a66a67d-1275-a516-9171-60276c949529,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1347b92f52a0e2833809e9ce0b8bb0f34a41c6c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541596,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,085,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a66a67d-1275-a516-9171-60276c949529/manifest,,,,,1
PL.92 ARCHITECTURE No.8,ARCHITECTURE,No.8,FAÇADES.,○,PL.92,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN SIMPLIFI&Eacute; DE LA FA&Ccedil;ADE DU CONSERVATOIRE DES ARTS ET M&Eacute;TIERS.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ab5814c-1e8b-9c25-9525-a205ec6e7771.json,6ab5814c-1e8b-9c25-9525-a205ec6e7771,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/6ab5814c-1e8b-9c25-9525-a205ec6e7771,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/775b4ee0a26e6c8b489ce9e067dead7a684f3ade.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541595,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,086,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ab5814c-1e8b-9c25-9525-a205ec6e7771/manifest,,,,,1
PL.93 MENUISERIE No.10,MENUISERIE,No.10,GRANDES PORTES.,○,PL.93,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA PORTE COCH&Egrave;RE D'UNE MAISON SITU&Eacute;E BOULEVART DE LA MADELEINE No. 9 (PARIS),,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ec197383-507e-54f0-0c58-f8c2d05c8318.json,ec197383-507e-54f0-0c58-f8c2d05c8318,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/ec197383-507e-54f0-0c58-f8c2d05c8318,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5fe6829a723646022c505ccd6e2f66ad41d98c31.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541594,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,087,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ec197383-507e-54f0-0c58-f8c2d05c8318/manifest,,,,,1
PL.94 ARCHITECTURE No.9,ARCHITECTURE,No.9,ORDRES.,○,PL.94,―,柱,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D&Eacute;TAILL&Eacute; DES DIFF&Eacute;RENTES PARTIES DE L'ORDRE IONIQUE.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04f28660-6149-3ffc-6697-d3e0ea0d8cee.json,04f28660-6149-3ffc-6697-d3e0ea0d8cee,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/04f28660-6149-3ffc-6697-d3e0ea0d8cee,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b735fdab24f4bf73d70263b9c19331911e1fb12c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541593,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,088,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04f28660-6149-3ffc-6697-d3e0ea0d8cee/manifest,,,,,1
PL.95 MÉCANIQUE No.66,MÉCANIQUE,No.66,MOULINS.,○,PL.95,―,製粉機/水力,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,"ENSEMBLE D'UN MOULIN A BL&Eacute;, SYST&Egrave;ME AM&Eacute;RICAIN ACTIONN&Eacute; PAR UN MOTEUR HYDRAURIQUE.",,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae000f3b-811c-29f7-1ece-abdedffe17c2.json,ae000f3b-811c-29f7-1ece-abdedffe17c2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/ae000f3b-811c-29f7-1ece-abdedffe17c2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2fdd0efac845ee34af398e3645da0953c91c4bdc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541592,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,089,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae000f3b-811c-29f7-1ece-abdedffe17c2/manifest,,,,,1
PL.96 ARCHITECTURE No.10,ARCHITECTURE,No.10,ORDRE TOSCAN. _ PORTES.,―,PL.96,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UN PORTIQUE TOSCAN D'APR&Egrave;S VIGNOLE.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/152a38ac-96dc-5f17-01e7-f78aaa0a62b2.json,152a38ac-96dc-5f17-01e7-f78aaa0a62b2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/152a38ac-96dc-5f17-01e7-f78aaa0a62b2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60c802d4a3176ecd6cdd087dd1bf6dddd95fddc5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541591,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,090,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/152a38ac-96dc-5f17-01e7-f78aaa0a62b2/manifest,,,,,1
PL.97 MÉCANIQUE No.67,MÉCANIQUE,No.67,MACHINES A VAPEUR.,○,PL.97,―,蒸気機関,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE MACHINE A VAPEUR HORIZONTALE CONSTRUITE DANS LES ATELIERS DE Mr. FLAUD ING&Eacute;NIEUR M&Eacute;CANICIEN A PARIS.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/52245a09-114e-19bf-46ad-9f1d72f879b7.json,52245a09-114e-19bf-46ad-9f1d72f879b7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/52245a09-114e-19bf-46ad-9f1d72f879b7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9fd939538c0b55f1bbf660e9e47adf3af4c9c96.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541590,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,091,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/52245a09-114e-19bf-46ad-9f1d72f879b7/manifest,,,,,1
PL.98 ARCHITECTURE No.11,ARCHITECTURE,No.11,ORDRES.,○,PL.98,―,柱,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D&Eacute;TAILL&Eacute; DES DIFF&Eacute;RENTES PARTIES DE L'ORDRE CORINTHIEN.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6e186fd5-4d15-681f-3f0a-0e8c46d02280.json,6e186fd5-4d15-681f-3f0a-0e8c46d02280,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/6e186fd5-4d15-681f-3f0a-0e8c46d02280,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0f7ad7db7f63383700edc26bc0030e5c648470d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541589,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,092,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e186fd5-4d15-681f-3f0a-0e8c46d02280/manifest,,,,,1
PL.99 ARCHITECTURE No.12,ARCHITECTURE,No.12,FAÇADES.,○,PL.99,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN SIMPLIFI&Eacute; DE LA FA&Ccedil;ADE LAT&Eacute;RALE DE LA FONTAINE MOLI&Egrave;RE A PARIS.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8542a34b-5d7b-0aa2-484f-64061cb53eb9.json,8542a34b-5d7b-0aa2-484f-64061cb53eb9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/8542a34b-5d7b-0aa2-484f-64061cb53eb9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d81d404770beab40eb8f5b13a61369726af4623b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541588,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,093,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8542a34b-5d7b-0aa2-484f-64061cb53eb9/manifest,,,,,1
PL.100 MÉCANIQUE No.68,MÉCANIQUE,No.68,MACHINES A AIR DILATÉ.,○,PL.100,―,機械/内燃機関,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UNE MACHINES A AIR DILAT&Eacute; PAR LA COMBUSTION DES GAZ AU MOYEN DE L'&Eacute;LECTRICIT&Eacute;.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/460d1e45-6420-5e4e-6185-241c73f75b9f.json,460d1e45-6420-5e4e-6185-241c73f75b9f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/460d1e45-6420-5e4e-6185-241c73f75b9f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c577d8b48f3a29e4f2335286db4479ad7ccc4e74.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541587,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,094,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/460d1e45-6420-5e4e-6185-241c73f75b9f/manifest,,,,,1
PL.101 ARCHITECTURE No.13,ARCHITECTURE,No.13,ORDRES DORIQUE. _ PORTES.,○,PL.101,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA PORTE D'ENTR&Eacute;E D'UNE MAISON SITU&Eacute;E RUE LAFFITE (PARIS).,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a204937e-0299-4064-7f3f-cc09e78d43d5.json,a204937e-0299-4064-7f3f-cc09e78d43d5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/a204937e-0299-4064-7f3f-cc09e78d43d5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/42a7b99089c5a7ce3369183aa451ecf60ff79415.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541586,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,095,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a204937e-0299-4064-7f3f-cc09e78d43d5/manifest,,,,,1
PL.102 MÉCANIQUE No.69,MÉCANIQUE,No.69,POMPE A INCENDIE.,○,PL.102,―,機械/ポンプ,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,Dessin d'une Pompe &agrave; incendie &agrave; balancier et &agrave; cylindres verticaux.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b375fe0-06ce-7876-1a8b-882661656bcd.json,9b375fe0-06ce-7876-1a8b-882661656bcd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/9b375fe0-06ce-7876-1a8b-882661656bcd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6734ef19ca295e194cb61aeff79daeafec80344d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541585,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,096,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b375fe0-06ce-7876-1a8b-882661656bcd/manifest,,,,,1
PL.103 MÉCANIQUE No.70,MÉCANIQUE,No.70,WAGONS,○,PL.103,―,車両/貨車,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UN WAGON COUVERT A VOLETS POUR BAGAGES DU CHEMIN DE FER DE L'OUEST.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6296d7e9-25d7-0ec8-6b2d-10a74c671474.json,6296d7e9-25d7-0ec8-6b2d-10a74c671474,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/6296d7e9-25d7-0ec8-6b2d-10a74c671474,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d6831af31144bb0e51235151f0b1d15197eb5da.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541584,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,097,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6296d7e9-25d7-0ec8-6b2d-10a74c671474/manifest,,,,,1
PL.104 MÉCANIQUE No.71,MÉCANIQUE,No.71,TENDERS.,○,PL.104,―,車両/炭水車,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DISSIN D'UN TENDER DU CHEMIN DE FER DE L'EST.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/621e752c-604b-17d1-9311-7f9e1aae9ba1.json,621e752c-604b-17d1-9311-7f9e1aae9ba1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/petit/document/621e752c-604b-17d1-9311-7f9e1aae9ba1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a83a74c76ad77b6754c4667176f1e665dc2d1832.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541583,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,スタニスラス・プチ 『産業実務家』,098,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/621e752c-604b-17d1-9311-7f9e1aae9ba1/manifest,,,,,1
