タイトル,概要,flickr,データのタイトル,データの識別子,著作のタイトル,著作の責任,著作の時期,著作の年,著作の構成,バージョンの責任,バージョンの成立時期,バージョンの成立年,バージョンの技法,バージョンの大きさ（縦×横）,バージョンの行字数,資料化の技法,外題,数量,装訂,大きさ（縦×横）,印記,出所,状態,請求記号,原簿番号,付加的記載,参考文献,資料化の時期,資料化の年,バージョンの成立場所,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
北路紀略 元 [ASIA0001-01],朝鮮・鄭允容著。写本。2014年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684397390325/,北路紀略四巻 Pungno Kiryak 4-kwŏn 북로 기략 4 권 北路纪略四卷 北路紀略四卷,ASIA0001,(巻首題)北路紀略,(朝鮮)鄭允容著*,(朝鮮)純祖30年,1830年*,4巻,,,,,,,写本,北路紀略,4冊,"線装, 五針眼釘法",28.6×20.8cm,,東京大学アジア研究図書館所蔵,虫損あり,,,,"*김영필 金榮必「《북로기략 北路紀略》에 대하여」, 《국회도서관보 國會圖書館報》17-2, 서울, 1980",,,,d2cd2f1a-3b23-4691-8f2c-c7c60b73ae26,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d2cd2f1a-3b23-4691-8f2c-c7c60b73ae26,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167836/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167836,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0001-01,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167836/manifest,,,,,66
北路紀略 亨 [ASIA0001-02],朝鮮・鄭允容著。写本。2014年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681506973792/,北路紀略四巻 Pungno Kiryak 4-kwŏn 북로 기략 4 권 北路纪略四卷 北路紀略四卷,ASIA0001,(巻首題)北路紀略,(朝鮮)鄭允容著*,(朝鮮)純祖30年,1830年*,4巻,,,,,,,写本,北路紀略,4冊,"線装, 五針眼釘法",28.6×20.8cm,,東京大学アジア研究図書館所蔵,虫損あり,,,,"*김영필 金榮必「《북로기략 北路紀略》에 대하여」, 《국회도서관보 國會圖書館報》17-2, 서울, 1980",,,,58382bb4-e7cc-436a-9b89-a220762464d8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/58382bb4-e7cc-436a-9b89-a220762464d8,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167837/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167837,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0001-02,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167837/manifest,,,,,70
北路紀略 利 [ASIA0001-03],朝鮮・鄭允容著。写本。2014年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684299116006/,北路紀略四巻 Pungno Kiryak 4-kwŏn 북로 기략 4 권 北路纪略四卷 北路紀略四卷,ASIA0001,(巻首題)北路紀略,(朝鮮)鄭允容著*,(朝鮮)純祖30年,1830年*,4巻,,,,,,,写本,北路紀略,4冊,"線装, 五針眼釘法",28.6×20.8cm,,東京大学アジア研究図書館所蔵,虫損あり,,,,"*김영필 金榮必「《북로기략 北路紀略》에 대하여」, 《국회도서관보 國會圖書館報》17-2, 서울, 1980",,,,ba19b8a6-2c09-4f99-a9e4-397edcc53086,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/ba19b8a6-2c09-4f99-a9e4-397edcc53086,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167838/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167838,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0001-03,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167838/manifest,,,,,54
北路紀略 貞 [ASIA0001-04],朝鮮・鄭允容著。写本。2014年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681505106482/,北路紀略四巻 Pungno Kiryak 4-kwŏn 북로 기략 4 권 北路纪略四卷 北路紀略四卷,ASIA0001,(巻首題)北路紀略,(朝鮮)鄭允容著*,(朝鮮)純祖30年,1830年*,4巻,,,,,,,写本,北路紀略,4冊,"線装, 五針眼釘法",28.6×20.8cm,,東京大学アジア研究図書館所蔵,虫損あり,,,,"*김영필 金榮必「《북로기략 北路紀略》에 대하여」, 《국회도서관보 國會圖書館報》17-2, 서울, 1980",,,,7bd495d9-ee66-480e-b67f-25ca153746b3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7bd495d9-ee66-480e-b67f-25ca153746b3,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167839/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167839,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0001-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167839/manifest,,,,,47
古今歴代法帖 [ASIA0002],朝鮮・朴文会輯。朝鮮で刊行された版刻法帖。2015年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157682427319640/,古今歴代法帖 Kogŭm Yŏktae Pŏpch'ŏp 고금 역대 법첩 古今历代法帖 古今歷代法帖,ASIA0002,,(朝鮮)朴文会輯,(朝鮮)哲宗10年,1859年,不分巻,,,,木版,(内框)26.7×16.4cm,,印本,古今歴代法帖,1冊,"線装, 五針眼釘法",35.8×22.5cm,,東京大学アジア研究図書館所蔵,,,,,,,,,d7a0c0e4-30ab-4f5a-9bcf-1ea9cf36aeaf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d7a0c0e4-30ab-4f5a-9bcf-1ea9cf36aeaf,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167840/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167840,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0002-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167840/manifest,,,,,85
朴彭年草書千字文 [ASIA0003],朝鮮で刊行された版刻法帖。2015年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157680545345114/,朴彭年草書千字文 Pak P'aeng-nyŏn Ch'osŏ Ch'ŏnjamun 박팽년 초서 천자문 朴彭年草书千字文 朴彭年草書千字文,ASIA0003,(巻首題)千字文,,,,"不分巻, 跋[宋時烈]",,,,木版,(内框)27.2×18.8cm,,印本,,1冊,"線装, 五針眼釘法",36.9×24.5cm,世守清白,東京大学アジア研究図書館所蔵,,,,,"심영환 沈永煥《조선시대 고문서 초서체 연구 朝鮮時代 古文書 草書體 研究》, 서울, 소와당 笑臥堂, 2008, pp.50-53",,,,8f550982-13de-4114-9994-f49c9d0e0353,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/8f550982-13de-4114-9994-f49c9d0e0353,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167841/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167841,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0003-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167841/manifest,,,,,26
金麟厚草書千字文 [ASIA0004],朝鮮で刊行された版刻法帖。2015年U-PARLにて購入。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681077119312/,金麟厚草書千字文 Kim In-hu Ch'osŏ Ch'ŏnjamun 김인후 초서 천자문 金麟厚草书千字文 金麟厚草書千字文,ASIA0004,,,(朝鮮)中宗32年,1537年,"不分巻, 跋[河西子], 五言律詩一首[陳師道]",,,,木版,(内框)21.0×25.0cm,,印本,草千字,1冊,"線装, 四針眼釘法",35×24cm,"横瀬文彦, 横瀬姓秘篋印, 横瀬図書記",東京大学アジア研究図書館所蔵,綴じ紐欠損あり,,,,"심영환 沈永煥《조선시대 고문서 초서체 연구 朝鮮時代 古文書 草書體 研究》, 서울, 소와당 笑臥堂, 2008, p.53",,,,4766a434-369e-4c07-8f28-39dc0989f19b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/4766a434-369e-4c07-8f28-39dc0989f19b,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167842/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167842,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,ASIA0004-00,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167842/manifest,https://iiif.dl.itc.u-tokyo.ac.jp/api/iiif-search/78da0dca510ec2200c00d013b59d4218f536b5b06c5a858c2ed96eafeffbadee7d3c8864d7b588cba88ec57073c503bcbdaf86a2f8eaa4cdacaa6fed3be8e8b21b793d9dce8f519c5392182284c415a24e33e4e59e2170d189332f377ee23ffe002b0923d2,,,,35
論語諺解 一 [B60567-01],朝鮮で刊行された漢籍(諺解本)。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693635196834,論語諺解四巻 Nonŏ Ŏnhae 4-kwŏn 논어 언해 4 권 论语谚解四卷 論語諺解四卷,B60567,,(朝鮮)宣祖命撰*,(朝鮮)宣祖朝,1567-1608年,4巻,(朝鮮)河慶龍刊,(朝鮮)純祖10年,1810年,木版,(内框)22.0×17.1cm,10行行17字,印本,,4冊,"線装, 五針眼釘法",34.2×22.4cm,東京帝国大学図書印,東京大学総合図書館所蔵,虫損あり,B60-567,B12659,,"*안현주 安賢珠「조선시대에 간행된 諺解本《論語》의 板本에 관한 考察」, 《서지학연구 書誌學硏究》26, 서울, 한국서지학회, 2003, pp.219-247",,,全州,37ae09b6-f1ff-4e89-8005-78440e9249d1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/37ae09b6-f1ff-4e89-8005-78440e9249d1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186439/25886791937_0ee3bdce34_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186439,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,B60567-01,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186439/manifest,,,,,60
論語諺解 二 [B60567-02],朝鮮で刊行された漢籍(諺解本)。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693636032024,論語諺解四巻 Nonŏ Ŏnhae 4-kwŏn 논어 언해 4 권 论语谚解四卷 論語諺解四卷,B60567,,(朝鮮)宣祖命撰*,(朝鮮)宣祖朝,1567-1608年,4巻,(朝鮮)河慶龍刊,(朝鮮)純祖10年,1810年,木版,(内框)22.0×17.1cm,10行行17字,印本,,4冊,"線装, 五針眼釘法",34.2×22.4cm,東京帝国大学図書印,東京大学総合図書館所蔵,虫損あり,B60-567,B12659,,"*안현주 安賢珠「조선시대에 간행된 諺解本《論語》의 板本에 관한 考察」, 《서지학연구 書誌學硏究》26, 서울, 한국서지학회, 2003, pp.219-247",,,全州,e2fb1617-0e29-4ae4-bc40-ae1a8e784158,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/e2fb1617-0e29-4ae4-bc40-ae1a8e784158,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186440/40757558551_0cbc4de457_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186440,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,B60567-02,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186440/manifest,,,,,71
論語諺解 三 [B60567-03],朝鮮で刊行された漢籍(諺解本)。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157692629915301,論語諺解四巻 Nonŏ Ŏnhae 4-kwŏn 논어 언해 4 권 论语谚解四卷 論語諺解四卷,B60567,,(朝鮮)宣祖命撰*,(朝鮮)宣祖朝,1567-1608年,4巻,(朝鮮)河慶龍刊,(朝鮮)純祖10年,1810年,木版,(内框)22.0×17.1cm,10行行17字,印本,,4冊,"線装, 五針眼釘法",34.2×22.4cm,東京帝国大学図書印,東京大学総合図書館所蔵,虫損あり,B60-567,B12659,,"*안현주 安賢珠「조선시대에 간행된 諺解本《論語》의 板本에 관한 考察」, 《서지학연구 書誌學硏究》26, 서울, 한국서지학회, 2003, pp.219-247",,,全州,14eac1bf-e58c-47e9-a5af-810983f9c884,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/14eac1bf-e58c-47e9-a5af-810983f9c884,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186441/40048228794_08a42980b1_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186441,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,B60567-03,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186441/manifest,,,,,83
論語諺解 四 [B60567-04],朝鮮で刊行された漢籍(諺解本)。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157692630494911,論語諺解四巻 Nonŏ Ŏnhae 4-kwŏn 논어 언해 4 권 论语谚解四卷 論語諺解四卷,B60567,,(朝鮮)宣祖命撰*,(朝鮮)宣祖朝,1567-1608年,4巻,(朝鮮)河慶龍刊,(朝鮮)純祖10年,1810年,木版,(内框)22.0×17.1cm,10行行17字,印本,,4冊,"線装, 五針眼釘法",34.2×22.4cm,東京帝国大学図書印,東京大学総合図書館所蔵,虫損あり,B60-567,B12659,,"*안현주 安賢珠「조선시대에 간행된 諺解本《論語》의 板本에 관한 考察」, 《서지학연구 書誌學硏究》26, 서울, 한국서지학회, 2003, pp.219-247",,,全州,cc3addb0-b4e1-45ea-9138-47382f72991d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/cc3addb0-b4e1-45ea-9138-47382f72991d,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186442/25887750177_e242f69222_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186442,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,B60567-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186442/manifest,,,,,84
八旗氏族通譜 首 [G30495-01],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693676202594,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,af497748-7d77-412c-afe3-cd2a12aa6ece,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/af497748-7d77-412c-afe3-cd2a12aa6ece,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186443/26908067858_67ecdcd993_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186443,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-01,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186443/manifest,,,,,66
八旗氏族通譜 一 [G30495-02],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693676725234,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,35f86a28-6c28-434b-a9fb-9182b8dbf0fa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/35f86a28-6c28-434b-a9fb-9182b8dbf0fa,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186444/39883389565_16cb1a2c2c_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186444,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-02,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186444/manifest,,,,,68
八旗氏族通譜 二 三 [G30495-03],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157664626574257,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,d2e81cef-30c9-4a34-9e07-50627c53a289,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d2e81cef-30c9-4a34-9e07-50627c53a289,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186445/40069179984_09443eb063_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186445,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-03,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186445/manifest,,,,,91
八旗氏族通譜 四 五 [G30495-04],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157664626900337,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,0fcbef38-b68f-4d9f-8425-bbe45fb03bcc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/0fcbef38-b68f-4d9f-8425-bbe45fb03bcc,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186446/26908683168_cc890f3e60_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186446,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186446/manifest,,,,,85
八旗氏族通譜 六 七 [G30495-05],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693677894504,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,23251e4b-ec8c-4df3-ab50-955312c53648,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/23251e4b-ec8c-4df3-ab50-955312c53648,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186447/39883956545_d85bd06dd8_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186447,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-05,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186447/manifest,,,,,74
八旗氏族通譜 八至十 [G30495-06],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157694428669225,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,22d560f8-9d98-49e2-9596-43491b28623e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/22d560f8-9d98-49e2-9596-43491b28623e,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186448/39884165205_b789c5d069_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186448,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-06,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186448/manifest,,,,,80
