タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
函館商業会議所報 第170号 大正9年5月20日,第170号,1920,大正9年5月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/305a5584-1b04-6921-4147-a613965b298b.json,305a5584-1b04-6921-4147-a613965b298b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/305a5584-1b04-6921-4147-a613965b298b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8be7d43a0e8276cd6d337c910945ec5438fc864c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612832,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/305a5584-1b04-6921-4147-a613965b298b/manifest,,,,,23
函館商業会議所報 第172号 大正9年7月20日,第172号,1920,大正9年7月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3e775e1-9e85-4c87-962e-d8e4183e06db.json,f3e775e1-9e85-4c87-962e-d8e4183e06db,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f3e775e1-9e85-4c87-962e-d8e4183e06db,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3648541c4e2c46cd39b93f6d7e0a7dcb8278f074.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612831,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3e775e1-9e85-4c87-962e-d8e4183e06db/manifest,,,,,26
函館商業会議所報 第173号 大正9年8月20日,第173号,1920,大正9年8月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ac24fc01-8a76-038d-233b-24344ce187f0.json,ac24fc01-8a76-038d-233b-24344ce187f0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/ac24fc01-8a76-038d-233b-24344ce187f0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a917e6c29425999a5a043a51822789abca67083c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612830,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ac24fc01-8a76-038d-233b-24344ce187f0/manifest,,,,,24
函館商業会議所報 第174号 大正9年9月20日,第174号,1920,大正9年9月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b90924c-9b5b-7436-7e36-4206ba354651.json,9b90924c-9b5b-7436-7e36-4206ba354651,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/9b90924c-9b5b-7436-7e36-4206ba354651,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0c88539158e1719038b1d84330e7f6396fdcc60b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612829,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b90924c-9b5b-7436-7e36-4206ba354651/manifest,,,,,28
函館商業会議所報 第175号 大正9年10月20日,第175号,1920,大正9年10月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/11226d3a-6ddd-40c9-81cc-8f55453e9004.json,11226d3a-6ddd-40c9-81cc-8f55453e9004,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/11226d3a-6ddd-40c9-81cc-8f55453e9004,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9896486964b6edbe75eb024c6e98e93835fe193.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612828,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/11226d3a-6ddd-40c9-81cc-8f55453e9004/manifest,,,,,24
函館商業会議所報 第176号 大正9年11月20日,第176号,1920,大正9年11月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7ed8855d-7932-60e6-9e48-e0d6af0e1d29.json,7ed8855d-7932-60e6-9e48-e0d6af0e1d29,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/7ed8855d-7932-60e6-9e48-e0d6af0e1d29,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/aa27fbd33a79692dc196cdf86a14edbec520b67e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612827,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0030,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7ed8855d-7932-60e6-9e48-e0d6af0e1d29/manifest,,,,,24
函館商業会議所報 第177号 大正9年12月20日,第177号,1920,大正9年12月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dabaf22f-5b21-a2e7-1c94-aa77600a139e.json,dabaf22f-5b21-a2e7-1c94-aa77600a139e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/dabaf22f-5b21-a2e7-1c94-aa77600a139e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e14ac874f204fdbdcda4943122a629ed1e1da87c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612826,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0031,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dabaf22f-5b21-a2e7-1c94-aa77600a139e/manifest,,,,,28
函館商業会議所報 第178号 大正10年1月20日,第178号,1921,大正10年1月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3d3777e1-0c32-3664-8aa7-55878b601728.json,3d3777e1-0c32-3664-8aa7-55878b601728,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3d3777e1-0c32-3664-8aa7-55878b601728,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ba70e24b77522d371226657107591ea45c6f9f28.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612825,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0032,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3d3777e1-0c32-3664-8aa7-55878b601728/manifest,,,,,24
函館商業会議所報 第179号 大正10年2月20日,第179号,1921,大正10年2月20日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/03a711e9-823d-03a1-3e66-c79341582545.json,03a711e9-823d-03a1-3e66-c79341582545,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/03a711e9-823d-03a1-3e66-c79341582545,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9807baee526e0aec60abe529a31d6777379b084a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612824,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0033,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/03a711e9-823d-03a1-3e66-c79341582545/manifest,,,,,24
函館商業会議所報 第180号 大正10年3月25日,第180号,1921,大正10年3月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/214ce8c7-1891-44ff-6d22-aedfa1037639.json,214ce8c7-1891-44ff-6d22-aedfa1037639,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/214ce8c7-1891-44ff-6d22-aedfa1037639,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6157e4ad7d5ad36937b96a43064324f4288de1dc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612823,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0034,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/214ce8c7-1891-44ff-6d22-aedfa1037639/manifest,,,,,26
函館商業会議所報 第181号 大正10年4月25日,第181号,1921,大正10年4月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5f01f5b7-89fa-6f35-0902-4ef1761d92fa.json,5f01f5b7-89fa-6f35-0902-4ef1761d92fa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5f01f5b7-89fa-6f35-0902-4ef1761d92fa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f17849d7de94937e2c0bc9893999139b503999d5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612822,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0035,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5f01f5b7-89fa-6f35-0902-4ef1761d92fa/manifest,,,,,14
函館商業会議所報 第182号 大正10年5月25日,第182号,1921,大正10年5月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7cac2ed0-17f7-61e5-91c3-ac8058ee6b6d.json,7cac2ed0-17f7-61e5-91c3-ac8058ee6b6d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/7cac2ed0-17f7-61e5-91c3-ac8058ee6b6d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0bfaf6240b37122a1f9f2db8954b75d3d4952e81.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612821,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0036,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7cac2ed0-17f7-61e5-91c3-ac8058ee6b6d/manifest,,,,,26
函館商業会議所報 第183号 大正10年6月25日,第183号,1921,大正10年6月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/335d94ec-49c7-9dfd-8242-2e0b7dbb9ca7.json,335d94ec-49c7-9dfd-8242-2e0b7dbb9ca7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/335d94ec-49c7-9dfd-8242-2e0b7dbb9ca7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/47fbaf6fd23ed21f4769bdf293019f48aaba9f7f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612820,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0037,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/335d94ec-49c7-9dfd-8242-2e0b7dbb9ca7/manifest,,,,,11
函館商業会議所報 第184号 大正10年7月25日,第184号,1921,大正10年7月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1cec3295-5941-0fd5-00cb-87b3415c6037.json,1cec3295-5941-0fd5-00cb-87b3415c6037,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/1cec3295-5941-0fd5-00cb-87b3415c6037,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75ccb2b1c33b75b144ae5bc10ec138d2b9bcc1a3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612819,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0038,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1cec3295-5941-0fd5-00cb-87b3415c6037/manifest,,,,,12
函館商業会議所報 第185号 大正10年8月25日,第185号,1921,大正10年8月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6e93c5d5-4a11-9147-228e-ef951fae691a.json,6e93c5d5-4a11-9147-228e-ef951fae691a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/6e93c5d5-4a11-9147-228e-ef951fae691a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dfb15b69c5974f14e7d0b56cb641299b4a789df8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612818,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0039,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e93c5d5-4a11-9147-228e-ef951fae691a/manifest,,,,,37
函館商業会議所報 第186号 大正10年9月25日,第186号,1921,大正10年9月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cc349917-789c-4277-8d91-2daff6a8a26f.json,cc349917-789c-4277-8d91-2daff6a8a26f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/cc349917-789c-4277-8d91-2daff6a8a26f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/45f91ab1c9888c16679e1cf989d06f9e01e6fecc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612817,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0040,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cc349917-789c-4277-8d91-2daff6a8a26f/manifest,,,,,24
函館商業会議所報 第187号 大正10年10月25日,第187号,1921,大正10年10月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0a48c316-184e-1052-442c-501bdfe12af6.json,0a48c316-184e-1052-442c-501bdfe12af6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/0a48c316-184e-1052-442c-501bdfe12af6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2369324c2aa590dad2a516bca4fdf66f7ce6f516.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612816,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0041,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0a48c316-184e-1052-442c-501bdfe12af6/manifest,,,,,25
函館商業会議所報 第188号 大正10年11月25日,第188号,1921,大正10年11月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aa725a6b-1b81-7788-1b24-45e8da8c4c23.json,aa725a6b-1b81-7788-1b24-45e8da8c4c23,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/aa725a6b-1b81-7788-1b24-45e8da8c4c23,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8ced005c3b40c70f473c20686bc572a567cba334.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612815,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0042,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aa725a6b-1b81-7788-1b24-45e8da8c4c23/manifest,,,,,23
函館商業会議所報 第189号 大正10年12月25日,第189号,1921,大正10年12月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/05e7adeb-4f45-9f6c-5e64-b9bad1a48e5b.json,05e7adeb-4f45-9f6c-5e64-b9bad1a48e5b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/05e7adeb-4f45-9f6c-5e64-b9bad1a48e5b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d12e95fff03117619d0eaee3acdd1f0a3648c6fa.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612814,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0043,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/05e7adeb-4f45-9f6c-5e64-b9bad1a48e5b/manifest,,,,,25
函館商業会議所報 第190号 大正11年1月25日,第190号,1922,大正11年1月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/34aec0fa-5867-7d90-0f4a-9b4539744d70.json,34aec0fa-5867-7d90-0f4a-9b4539744d70,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/34aec0fa-5867-7d90-0f4a-9b4539744d70,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a08247ab6e753847f47ff45e07d5ad54ab49ed80.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612813,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0044,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/34aec0fa-5867-7d90-0f4a-9b4539744d70/manifest,,,,,23
函館商業会議所報 第191号 大正11年2月25日,第191号,1922,大正11年2月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/de2fa7ba-193f-7376-6987-afd26f0340a4.json,de2fa7ba-193f-7376-6987-afd26f0340a4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/de2fa7ba-193f-7376-6987-afd26f0340a4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/128b45d29abe8f17213445a53064929ab75dcfcb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612812,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0045,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/de2fa7ba-193f-7376-6987-afd26f0340a4/manifest,,,,,21
函館商業会議所報 第192号 大正11年3月25日,第192号,1922,大正11年3月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/264d2f1f-0946-695b-2411-0a3ba9995b30.json,264d2f1f-0946-695b-2411-0a3ba9995b30,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/264d2f1f-0946-695b-2411-0a3ba9995b30,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/01a9b27a9bd20a6b63ca2f2406a2156452371f86.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612811,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0046,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/264d2f1f-0946-695b-2411-0a3ba9995b30/manifest,,,,,22
函館商業会議所報 第193号 大正11年4月25日,第193号,1922,大正11年4月25日,函館商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ece38b5b-21fc-98a4-126e-d2f8d5628d3c.json,ece38b5b-21fc-98a4-126e-d2f8d5628d3c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/ece38b5b-21fc-98a4-126e-d2f8d5628d3c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b78e2b3b82717e3d355ea4ae732f355e7d602316.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612810,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0047,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ece38b5b-21fc-98a4-126e-d2f8d5628d3c/manifest,,,,,21
