タイトル/Title,ポスター番号/No. of Poster,タイトル（日本語訳）/TItle (Japanese),作成者/Creator,作成主体/Publisher,制作年/Date Issued,縦×横（mm）/Extent,主題/Subject,内容記述・解説/Description,備考（ポスターにある記号等）/Note,提供部局名/Holding Department,種別/Material Type,言語/Language,連番,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
For your tomorrow!,79,あなたの明日のために!,,Inland Steel Company,,1042×789,"Business, The Inland way for U.S.A.",For your tomorrow! / Buy a bigger share in America today—with more war bonds out of every pay / Figure it out yourself / The Inland way for U.S.A.|The Inland way for U.S.A.シリーズ,,アメリカ太平洋地域研究センター,静止画資料,英語,0075,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/451918f3-6673-852b-68b6-f59e5c5aa2e9.json,451918f3-6673-852b-68b6-f59e5c5aa2e9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/451918f3-6673-852b-68b6-f59e5c5aa2e9,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/00dc85ff7a332dcfef7ffdce30444fa28c5ef409.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654450,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/451918f3-6673-852b-68b6-f59e5c5aa2e9/manifest,,,,,1
"""I'm fighting for an America where every man can build his own future, pick his own job, run his own business—free from dictatorship.""",80,私はこんなアメリカのために戦っている,,Think American Institute,,687×506,Business,"""I'm fighting for an America where every man can build his own future, pick his own job, run his own business—free from dictatorship.""|Thinkamericanシリーズ。資本主義擁護のために戦うことを主張。ナチス・ドイツとともにソ連邦も的としているような印象を与える。写真にはキャプションなし、番号603 I.P.E.U.","No. 175-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0076,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/79fb4543-8179-9dc7-2002-008655b89a3d.json,79fb4543-8179-9dc7-2002-008655b89a3d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/79fb4543-8179-9dc7-2002-008655b89a3d,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a2c8dba573d43e4ec0ae2bdce7dcc414866f3709.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654449,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/79fb4543-8179-9dc7-2002-008655b89a3d/manifest,,,,,1
"""For God's sake—keep on the job so we can get this war won quick!""",81,お願いだから仕事を続けてください。我々が早くこの戦争に勝てるように!,,Think American Institute,,688×507,Business,"""For God's sake—keep on the job so we can get this war won quick!""|Thinkamericanシリーズ。迷彩服・ヘルメットの男の顔が戦線の草むらの中からこちら(銃後)をにらんでいる。","No. 187-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0077,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e1330816-6c15-0cd8-a734-ee3895190277.json,e1330816-6c15-0cd8-a734-ee3895190277,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/e1330816-6c15-0cd8-a734-ee3895190277,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/690103284962a3746f64028eb1c9f1ccf4ca84d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654448,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e1330816-6c15-0cd8-a734-ee3895190277/manifest,,,,,1
Don't hold him up! Keep on the job,82,彼の進軍を遅らせるな! 労働を続けよ!,,Think American Institute,1943,688×507,Business,Don't hold him up! / Keep on the job|Thinkamerican. Trade mark Reg. U.S. Pat Off.,"No. 200-Copyright 1943-Kelly-Read & Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0078,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7ffb54f1-1ad5-6444-9406-8cf2ef5020a0.json,7ffb54f1-1ad5-6444-9406-8cf2ef5020a0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/7ffb54f1-1ad5-6444-9406-8cf2ef5020a0,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8fab64735dfd00fa019a890f3c0e419a3d207f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654447,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7ffb54f1-1ad5-6444-9406-8cf2ef5020a0/manifest,,,,,1
"These Jap women slave 14, 16, 18 hours a day to make the stuff to kill our men",83,これらのジャップの女奴隷たちは14、15、16時間、アメリカ人を殺すためのものを作っている,,Think American Institute,1943,688×507,"Business, Japan","These Jap women slave 14, 16, 18 hours a day to make the stuff to kill our men. Dare we slow up one day, one hour, one minute—needlessly?|Thinkamericanシリーズ。日本女性は日に14、16、18時間も奴隷のように働いているといって、アメリカ人を叱咤激励するもの。Black Star Photoのクレジットあり。","No. 209-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0079,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/91fd2042-740b-4c6d-210c-9187f05f2bfa.json,91fd2042-740b-4c6d-210c-9187f05f2bfa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/91fd2042-740b-4c6d-210c-9187f05f2bfa,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/74b0635db817f18d46b83004fcfbb5626b8ee78c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654446,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91fd2042-740b-4c6d-210c-9187f05f2bfa/manifest,,,,,1
Our private enterprise system. Let's preserve the only system that can provide real jobs after victory,84,我らが私営企業システム――勝利のあとに「本来の」職を生み出せるシステムを守ろう,,Think American Institute,1943,688×508,Business,Our private enterprise system / Post war jobs / Let's preserve the only system that can provide real jobs after victory|Thinkamericanシリーズ。Our private enterprise systemと書かれた袋からPost war jobsというお金がどっさりあふれている絵。C R Millerのサインあり。,"No. 210-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0080,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/197dd50f-8bb3-5843-5fd2-e80cd9549e2a.json,197dd50f-8bb3-5843-5fd2-e80cd9549e2a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/197dd50f-8bb3-5843-5fd2-e80cd9549e2a,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b9c547120313010212a6bef398eddcfaea786ca.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654445,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/197dd50f-8bb3-5843-5fd2-e80cd9549e2a/manifest,,,,,1
"Your right to vote is your opportunity to protect, over here the freedoms for which Americans fight over there.",85,投票権とは内地において自由を守るための機会であり、外地ではアメリカ人がその自由のために戦っている,"Miller, Chester Raymond",Think American Institute,1943,688×508,Business,"Freedom of enterprise. Freedom of worship. Freedom of speech. Freedom of press / Your right to vote is your opportunity to protect, over here the freedoms for which Americans fight over there.|Thinkamericanシリーズ。1941年のローズヴェルト大統領の年頭教書に盛り込まれた4つの自由、「言論・表現の自由」「信教の自由」「欠乏からの自由」「恐怖からの自由」に「企業の自由」を付け加えている。","No. 211-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0081,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5e7b7474-12e6-06f9-477b-f45b919a4193.json,5e7b7474-12e6-06f9-477b-f45b919a4193,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/5e7b7474-12e6-06f9-477b-f45b919a4193,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4e35152beecc6520f1c9293ce508604a22f15ed7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654444,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5e7b7474-12e6-06f9-477b-f45b919a4193/manifest,,,,,1
U.S.A. For a country where we are still masters of our own destinies,86,アメリカ合衆国――まだ人々が自らの運命を自分で切り開くことのできる国のために,,Think American Institute,1943,688×508,Business,U.S.A. / For a country where we are still masters of our own destinies. Let's be truly thankful.|Thinkamerican Instituteなる愛国団体による意見広告。イラストにはC. R. Millerのサインがみられる。背景には17世紀にメイフラワー号に乗ってアメリカ大陸へわたって来たピルグリムたちが描かれている。この絵や「心から感謝しよう」とのポスターの文字から、おそらく1943年の感謝祭に因んで作成されたものと思われる。,"No. 215-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0082,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7c953451-1d9e-1cc8-3dd5-2ddc0f3e0d40.json,7c953451-1d9e-1cc8-3dd5-2ddc0f3e0d40,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/7c953451-1d9e-1cc8-3dd5-2ddc0f3e0d40,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ac8e0f2bd1715581d97443c368f5904390c3b891.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654443,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7c953451-1d9e-1cc8-3dd5-2ddc0f3e0d40/manifest,,,,,1
"Could you look this wounded American straight in the eye and honestly say—""I'm doing all I can for victory.""",87,この傷ついたアメリカ人を正面から見つめて、心から「私は勝利のためにできることを全てやっている」と言えますか?,,Think American Institute,1943,688×505,Business,"Could you look this wounded American straight in the eye and honestly say—""I'm doing all I can for victory.""|Thinkamericanシリーズ。","No. 217-copyright 1943-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0083,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/23378570-95c3-659b-5915-43c2a1f80b47.json,23378570-95c3-659b-5915-43c2a1f80b47,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/23378570-95c3-659b-5915-43c2a1f80b47,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/db9191843cbceb3c7b6b4c84d1cbb80991b8b388.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654442,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/23378570-95c3-659b-5915-43c2a1f80b47/manifest,,,,,1
Destroy free business and you destroy free labor. Europe proved that,88,商業の自由を破壊すれば、労働の自由も破壊することになる。ヨーロッパを見るがいい,,Think American Institute,1944,688×505,Business,Destroy free business and you destroy free labor / Europe proved that|Thinkamericanシリーズ。Dictatorに捕らわれている労働者の絵。C R Millerのサインあり,"No. 222-copyright 1944-Kelly- Read Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0084,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b37eee42-328a-37ab-1e93-ee4ecfbf1d6f.json,b37eee42-328a-37ab-1e93-ee4ecfbf1d6f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/b37eee42-328a-37ab-1e93-ee4ecfbf1d6f,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4638c1583a12dc1595d7f474f84831fb7f8a9552.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654441,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b37eee42-328a-37ab-1e93-ee4ecfbf1d6f/manifest,,,,,1
Save the life of someone you love,89,愛する人の生命を救うのだ,,Think American Institute,1944,688×508,Business,Save the life of someone you love / Do your war job well!|Thinkamerican. Trade mark Reg. U.S. Pat Off.,"No. 233-Copyright 1944-Kelly-Read & Co. Inc., Rochester, N.Y.",アメリカ太平洋地域研究センター,静止画資料,英語,0085,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7adfee1c-3dcf-212b-6670-76d4926557e7.json,7adfee1c-3dcf-212b-6670-76d4926557e7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/7adfee1c-3dcf-212b-6670-76d4926557e7,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/89f81b976a24e6bb6591784c011bfe3bbbf28c0f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654440,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7adfee1c-3dcf-212b-6670-76d4926557e7/manifest,,,,,1
Save your bullets for the Axis. Don't take time off!,90,枢軸国を打ちのめすために、銃弾を取っておけ。休むべからず!,,,1942,1116×713,"Business, Back up our battleskies",Save your bullets for the Axis /Don't take time off! / Back up our battleskies!|バトルスキー?シリーズ,PA-12 LITHO. in U.S.A.,アメリカ太平洋地域研究センター,静止画資料,英語,0086,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9fa6c318-345f-794e-8aa0-5839d1be14c3.json,9fa6c318-345f-794e-8aa0-5839d1be14c3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/9fa6c318-345f-794e-8aa0-5839d1be14c3,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8949a95335dc984c841673ebf2b426b740d2fe03.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654439,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9fa6c318-345f-794e-8aa0-5839d1be14c3/manifest,,,,,1
Save them this fate. Don't stay home from work!,91,彼女らを破滅から救うために。家にいないで働け!,,,,1118×714,"Business, Back up our battleskies",Save them this fate / Don't stay home from work! / Back up our battleskies!|バトルスキー?シリーズ。ナチスの脅威におびえるヨーロッパの母子。仕事への精勤は戦争遂行の協力であると説く。,PA-15,アメリカ太平洋地域研究センター,静止画資料,英語,0087,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/be4a30fe-6704-6968-44dd-3e3d84047ca2.json,be4a30fe-6704-6968-44dd-3e3d84047ca2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/be4a30fe-6704-6968-44dd-3e3d84047ca2,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bc5fc77ffdf06429e4e4db22cb478999a979f2ea.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654438,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/be4a30fe-6704-6968-44dd-3e3d84047ca2/manifest,,,,,1
You cut off his right arm . . . When you don't work.,92,あなたが働かないと、彼の右腕を切り落としてしまうことに,,,,1117×712,"Business, Back up our battleskies",You cut off his right arm . . . When you don't work / Back up our battleskies!,PA-17  LITHO. in U.S.A.,アメリカ太平洋地域研究センター,静止画資料,英語,0088,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7617121a-5f03-2731-155e-619b0bb714cb.json,7617121a-5f03-2731-155e-619b0bb714cb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/7617121a-5f03-2731-155e-619b0bb714cb,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/29dd99a6fab67d2a76444d5fccd3cf6b48d6e583.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654437,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7617121a-5f03-2731-155e-619b0bb714cb/manifest,,,,,1
Loose talk costs lives.,93,軽率な雑談は命にかかわる,,,,1117×710,"Business, Back up our battleskies",Loose talk costs lives / Back up our battleskies!,PL-62 LITHO.IN U.S.A.,アメリカ太平洋地域研究センター,静止画資料,英語,0089,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b074261b-2b74-9b73-a3ed-930c39d72a30.json,b074261b-2b74-9b73-a3ed-930c39d72a30,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/b074261b-2b74-9b73-a3ed-930c39d72a30,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1f4bcb2beb1f718bd3b9c37d76b17aa633ffff50.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654436,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b074261b-2b74-9b73-a3ed-930c39d72a30/manifest,,,,,1
Don't be a no-show on your job!,94,欠勤はするな!,,,,913×608,Business,Don't be a no-show on your job!,,アメリカ太平洋地域研究センター,静止画資料,英語,0090,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0329aba7-8553-8526-3540-45fe518d98ee.json,0329aba7-8553-8526-3540-45fe518d98ee,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/cpas-poster/document/0329aba7-8553-8526-3540-45fe518d98ee,http://www.cpas.c.u-tokyo.ac.jp/lib/archive_riyo1.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/29ccb7cd26b76f60fc53e21494e1e51cba4b3a99.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/654435,"東京大学大学院総合文化研究科グローバル地域研究機構アメリカ太平洋地域研究センター Center for Pacific and American Studies, The University of Tokyo, JAPAN",,,CPAS第二次世界大戦期プロパガンダポスターコレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0329aba7-8553-8526-3540-45fe518d98ee/manifest,,,,,1
