タイトル,年月日,本文タイトル（原本）,巻頭目録タイトル（原本）,本文タイトル（標点本）,巻頭目録タイトル（標点本）,冊,巻,条,画像（開始コマ）,請求記号,類,目,影印本,標点本,Date Created,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
司府州縣等衙門官吏須知不許將錢糧課程等項預先作完虛造牌册,成化1.7.19,司府州縣等衙門官吏須知不許將錢糧課程等項預先作完虛造牌册,司府州縣等衙門官吏須知不許將錢糧課程等項預先作完虛造牌册例,司府州縣等衙門官吏須知不許將錢糧課程等項預先作完虛造牌册,司府州縣等衙門官吏(須知)不許將錢糧課程等項預先作完虛造牌册例,第11冊(不分巻-2),卷9,第1條,9902-00015,A00:6290:11,吏部類,官吏給由,下-452上表,乙6-37(附-21),1465-070-19,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8de43075-80e6-468d-976b-c2b572c25f4a.json,8de43075-80e6-468d-976b-c2b572c25f4a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8de43075-80e6-468d-976b-c2b572c25f4a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5444626e3646887004635fb057c17ada770aede9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99552,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8de43075-80e6-468d-976b-c2b572c25f4a/manifest,,,,,3
外官考滿三年六年須要一次倒部,成化6.3,外官考滿三年六年須要一次倒部,外官考滿三年六年須要一次到部,外官考滿三年六年須要一次(倒)[到]部,外官考滿三年六年須要一次到部,第11冊(不分巻-2),卷9,第2條,9902-00017,A00:6290:11,吏部類,官吏給由,下-453上表,乙6-38(附-22),1470-030-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/beadaf76-3f90-4b8b-9eaf-06eb7be04fb7.json,beadaf76-3f90-4b8b-9eaf-06eb7be04fb7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/beadaf76-3f90-4b8b-9eaf-06eb7be04fb7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2869df06f6721a5444f1d20e8a4361863e0e07c0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99553,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/beadaf76-3f90-4b8b-9eaf-06eb7be04fb7/manifest,,,,,1
三考滿吏典分南北類試一等照本等咨選用二等雜職三等發迴爲民例,成化3.6.20,三考滿吏典分南北類試一等照本等咨選用二等雜職三等發迴爲民例,三考滿吏典分南北類試一等照本等咨格選用二考雜職三等發回爲民,三考滿吏典分南北類試一等照本等咨選用二等雜職三等發回爲民,三考滿吏典分南北類試一等照本等(咨)[資]格選用二(考)[等]雜職三等發回爲民,第11冊(不分巻-2),卷9,第3條,9902-00018,A00:6290:11,吏部類,官吏給由,下-453下表,乙6-38(附-23),1467-060-20,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2e3f0f45-e00f-4853-8daa-0450859b06d4.json,2e3f0f45-e00f-4853-8daa-0450859b06d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2e3f0f45-e00f-4853-8daa-0450859b06d4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/90d09645102b58a73e898b06779c96b0a535e992.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99554,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2e3f0f45-e00f-4853-8daa-0450859b06d4/manifest,,,,,4
監生挨次分撥各衙門歷事例,成化5.12.18,監生挨次分撥各衙門歷事例,監生挨次分撥各衙門歷事例,監生挨次分撥各衙門歷事例,監生挨次分撥各衙門歷事例,第11冊(不分巻-2),卷9,第4條,9902-00021,A00:6290:11,吏部類,官吏給由,下-455上表,乙6-41(附-24),1469-120-18,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/629003f4-c9d3-4b77-8f1e-a262ddd75a95.json,629003f4-c9d3-4b77-8f1e-a262ddd75a95,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/629003f4-c9d3-4b77-8f1e-a262ddd75a95,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d2685fe969a742096ffe4b961cc93dc64c1eaf70.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99555,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/629003f4-c9d3-4b77-8f1e-a262ddd75a95/manifest,,,,,3
各衙門歷事例監生未滿十日內行取例,成化6.5,各衙門歷事例監生未滿十日內行取例,各門歷事監生未滿十日內行取例,各衙門歷事監生未滿十日內行取例,各門歷事監生(未)[考]滿十日內行取例,第11冊(不分巻-2),卷9,第5條,9902-00024,A00:6290:11,吏部類,官吏給由,下-456下表,乙6-43(附-25),1470-050-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/da2c3d1d-4d6e-43d5-8717-b92981764cdb.json,da2c3d1d-4d6e-43d5-8717-b92981764cdb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/da2c3d1d-4d6e-43d5-8717-b92981764cdb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5540be296351d2ab15885fc261c3c3a548cc3d6d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99556,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/da2c3d1d-4d6e-43d5-8717-b92981764cdb/manifest,,,,,2
申明御史巡按迴還俱要本院考覈例,成化10.3.3,申明御史巡按迴還俱要本院考覈例,申明御史巡按回還俱要本院考覈例,申明御史巡按迴還俱要本院考覈例,申明御史巡按回還俱要本院考覈例,第11冊(不分巻-2),卷9,第6條,9902-00025,A00:6290:11,吏部類,官吏給由,下-457上表,乙6-43(附-26),1474-030-03,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/820a8d36-ac46-4bdc-b00a-7a593f29dcf1.json,820a8d36-ac46-4bdc-b00a-7a593f29dcf1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/820a8d36-ac46-4bdc-b00a-7a593f29dcf1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5ff8b5f7c4c2413e7e5594da211e6041c2f9315e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99557,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/820a8d36-ac46-4bdc-b00a-7a593f29dcf1/manifest,,,,,3
外任官丁憂俱申候上司査無違礙給文執照若有爲事歸結方許出任,,外任官丁憂俱申候上司査無違礙給文執照若有爲事歸結方許出任,外任官丁憂俱申候上司査無違礙給文執照若有爲事歸結方許出任,外任官丁憂俱申候上司査無違礙給文執照若有爲事歸結方許出任,外任官丁憂俱申候上司査無違礙給文執照若有爲事歸結方許出任,第11冊(不分巻-2),卷9,第7條,9902-00027,A00:6290:11,吏部類,官吏給由,下-458上表,乙6-45(附-26),9999-999-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/abbf7e28-e9ba-4971-8524-ab71d128bf7e.json,abbf7e28-e9ba-4971-8524-ab71d128bf7e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/abbf7e28-e9ba-4971-8524-ab71d128bf7e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/edda823ef1ff459a7dc03b78c31ed125635e11ff.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99558,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/abbf7e28-e9ba-4971-8524-ab71d128bf7e/manifest,,,,,3
成化十四年八月二十四日禮部等衙門等官鄒等題爲建言民情事,成化14.8.24,成化十四年八月二十四日禮部等衙門等官鄒等題爲建言民情事,なし,査考爲事官吏監生・久住官員不行考滿,なし,第11冊(不分巻-2),卷9,第8條,9902-00029,A00:6290:11,吏部類,官吏給由,下-459上表,"乙6-46(附-27,28)",1478-080-24,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/95543ca9-167d-4cfe-b62e-acf3a232f755.json,95543ca9-167d-4cfe-b62e-acf3a232f755,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/95543ca9-167d-4cfe-b62e-acf3a232f755,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b5e87b921b879fc2563e29edc00840a592ffbc81.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99559,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/95543ca9-167d-4cfe-b62e-acf3a232f755/manifest,,,,,3
久住官員不行考滿拏問,成化14.9.28,久住官員不行考滿拏問,久任官員不行考滿拏問,久住官員不行考滿拏問,久任官員不行考滿拏問,第11冊(不分巻-2),卷9,第9條,9902-00032,A00:6290:11,吏部類,官吏給由,下-460下表,乙6-48(附-29),1478-090-28,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/24d6ee78-f6db-4799-aa43-3b6e9382c8af.json,24d6ee78-f6db-4799-aa43-3b6e9382c8af,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/24d6ee78-f6db-4799-aa43-3b6e9382c8af,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/52a8edfedac0bc79a8325d5bf490d3c6e9cf035c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99560,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/24d6ee78-f6db-4799-aa43-3b6e9382c8af/manifest,,,,,2
生員起復待缺日期准作實數,成化16.2.23,生員起復待缺日期准作實數,生員起復待缺日期准作實數,[久住官員不行考滿拏問],生員起復待缺日期准作實數,第11冊(不分巻-2),卷9,第10條,9902-00033,A00:6290:11,吏部類,官吏給由,下-461上表,乙6-49(附-29),1480-020-23,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/85221529-d4f5-400f-bcb0-cc9b6494451a.json,85221529-d4f5-400f-bcb0-cc9b6494451a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/85221529-d4f5-400f-bcb0-cc9b6494451a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/787bbc29283e19d505ded4f87cccc84911972955.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99561,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/85221529-d4f5-400f-bcb0-cc9b6494451a/manifest,,,,,2
滿官貪戀不考者冠帶閑住,成化21.閏4.14,滿官貪戀不考者冠帶閑住,滿官貪戀不考滿者冠帶閒住,滿官貪戀不考者冠帶閑住,滿官貪戀不考滿者冠帶(關)[閒]住,第11冊(不分巻-2),卷9,第11條,9902-00035,A00:6290:11,吏部類,官吏給由,下-462上表,乙6-50(附-30),1485-045-14,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c917cee-9d29-4e25-b45b-c184f252bafd.json,3c917cee-9d29-4e25-b45b-c184f252bafd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3c917cee-9d29-4e25-b45b-c184f252bafd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/44d51cdee8a63f3e74b2b4c11d665b3b7b133b83.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99562,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3c917cee-9d29-4e25-b45b-c184f252bafd/manifest,,,,,2
鹽場大使等官周歳考滿守支及盤糧給事中御史査盤鹽課例,成化21.10.21,鹽場大使等官周歳考滿守支及盤糧給事中御史査盤鹽課例,鹽場大使等官周歳考滿守支及盤糧給事中御史査盤課例,鹽場大使等官周歳考滿(守)[收]支及盤糧給事中御史査盤鹽課例,鹽場大使等官周歳考滿守吏及盤糧給事中御史査盤課例,第11冊(不分巻-2),卷9,第12條,9902-00036,A00:6290:11,吏部類,官吏給由,下-462下表,乙6-51(附-31),1485-100-21,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/22b295b5-8613-4859-9ff0-da930ee37627.json,22b295b5-8613-4859-9ff0-da930ee37627,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/22b295b5-8613-4859-9ff0-da930ee37627,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9304987902c4320471f7197b39817796f84151a4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99563,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22b295b5-8613-4859-9ff0-da930ee37627/manifest,,,,,3
京官考滿不稱摭拾原考官員問罪例,弘治1.2.7,京官考滿不稱摭拾原考官員問罪例,京官考滿不稱摭拾原考官員問罪例,京官考滿不稱摭拾原考官員問罪例,京官考滿不稱摭拾原考官員問罪例,第11冊(不分巻-2),卷9,第13條,9902-00038,A00:6290:11,吏部類,官吏給由,下-463下表,乙6-53(附-32),1488-020-07,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1cecc1c8-f19a-4223-bc3c-1619feb55cd1.json,1cecc1c8-f19a-4223-bc3c-1619feb55cd1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/1cecc1c8-f19a-4223-bc3c-1619feb55cd1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d53bd7a82fbe3cfaab4d9427bacaf5759d008605.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99564,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1cecc1c8-f19a-4223-bc3c-1619feb55cd1/manifest,,,,,3
考察兩京五品以下官及通行各衙門堂上官遇官屬考滿考語務協公論,弘治1.2.19,考察兩京五品以下官及通行各衙門堂上官遇官屬考滿考語務協公論,考察兩京五品以下官及通行各衙門堂上官遇屬官考滿考語務協公論,考察兩京五品以下官及通行各衙門堂上官遇官屬考滿考語務協公論,考察兩京五品以下官及通行各衙門堂上官遇屬官考滿考語務協公論,第11冊(不分巻-2),卷9,第14條,9902-00041,A00:6290:11,吏部類,官吏給由,下-465上表,乙6-55(附-33),1488-020-19,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0f2c24e4-d96a-4675-926e-5f0dc0b6b43c.json,0f2c24e4-d96a-4675-926e-5f0dc0b6b43c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0f2c24e4-d96a-4675-926e-5f0dc0b6b43c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/552767939b7ff53853205b9b7964056e57c61154.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99565,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0f2c24e4-d96a-4675-926e-5f0dc0b6b43c/manifest,,,,,6
不該入選人員增減年歳改洗文案隱匿過名入者事發爲民,弘治1.10.2,不該入選人員增減年歳改洗文案隱匿過名入者事發爲民,不該入選人員增減年歳洗改文案隱匿過名入選者事發爲民,不該入選人員增減年歳改洗文案隱匿過名入者事發爲民,不該入選人員增減年歳洗改文案隱匿過名入選者事發爲民,第11冊(不分巻-2),卷9,第15條,9902-00046,A00:6290:11,吏部類,官吏給由,下-467下表,乙6-59(附-34),1488-100-02,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1a34c80d-7e82-43be-a74b-f34523c6ee50.json,1a34c80d-7e82-43be-a74b-f34523c6ee50,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/1a34c80d-7e82-43be-a74b-f34523c6ee50,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/942811733f9ed876e46c0fa30c09f5038e061658.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99566,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1a34c80d-7e82-43be-a74b-f34523c6ee50/manifest,,,,,2
停止吏典納草例,成化8.12.12,停止吏典納草例,停止吏典納草例,停止吏典納草例,停止吏典納草例,第2冊,卷10,第1條,0010-00004,A00:6290:2,吏部類,吏典,上-245下表,乙4-426(10-1),1472-120-12,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/96ef5aaf-4d5c-4042-a514-0c7933f53047.json,96ef5aaf-4d5c-4042-a514-0c7933f53047,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/96ef5aaf-4d5c-4042-a514-0c7933f53047,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/49aaf38513a68e2cfc1a28f90ac4bfb5779905c8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99567,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/96ef5aaf-4d5c-4042-a514-0c7933f53047/manifest,,,,,2
新撥補役吏典不許已滿吏以貼買吏舍及買卓椅等項名色送回違者許被害之人指實陳告送問例,成化9.9,新撥補役吏典不許已滿吏以貼買吏舍及買卓椅等項名色送回違者許被害之人指實陳告送問例,新撥補役吏典不許已滿吏以買吏舍及買卓椅等項名色送回違者許被之人止實陳告送問例,新撥補役吏典不許(已)[役]滿吏以[貼]買吏舍及買桌椅等項名色送回違者許被[害]之人(止)[指]實陳告送問例,新撥補役吏典不許(已)[役]滿吏以[貼]買吏舍及買桌椅等項名色送回違者許被[害]之人(止)[指]實陳告送問例,第2冊,卷10,第2條,0010-00006,A00:6290:2,吏部類,吏典,上-246下表,乙4-427(10-2),1473-090-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b5a3e25-267a-441b-9a54-76c44304e76a.json,9b5a3e25-267a-441b-9a54-76c44304e76a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9b5a3e25-267a-441b-9a54-76c44304e76a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a3fa20301293a5d32e9e4f38eac5be7d80d3e84e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99568,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b5a3e25-267a-441b-9a54-76c44304e76a/manifest,,,,,2
禁約役滿吏典指以卓椅爲名索要新參吏典銀兩例,,禁約役滿吏典指以卓椅爲名索要新參吏典銀兩例,禁約役滿吏典指以卓椅爲名索要新參吏典銀兩例,禁約役滿吏典指以桌椅爲名索要新參吏典銀兩例,禁約役滿吏典指以桌椅爲名索要新參吏典銀兩例,第2冊,卷10,第3條,0010-00008,A00:6290:2,吏部類,吏典,上-247下表,乙4-428(10-3),9999-999-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a2144327-cae2-4630-99b8-0ebefbc7cba8.json,a2144327-cae2-4630-99b8-0ebefbc7cba8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/a2144327-cae2-4630-99b8-0ebefbc7cba8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a6fef0f3ab6e76a0b32b94e7f0bf49e305fbbcf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99569,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a2144327-cae2-4630-99b8-0ebefbc7cba8/manifest,,,,,2
有司掌印官鈐束吏典不許縱容擾民例,成化11.5.28,有司掌印官鈐束吏典不許縱容擾民例,有司掌印官鈐束吏典不許縱容擾民例,有司掌印官鈐束吏典不許縱容擾民例,有司掌印官鈐束吏典不許縱容擾民例,第2冊,卷10,第4條,0010-00010,A00:6290:2,吏部類,吏典,上-248下表,乙4-429(10-4),1475-050-28,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61eb62a9-aaa8-4b9a-a19e-b7447fe4c557.json,61eb62a9-aaa8-4b9a-a19e-b7447fe4c557,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/61eb62a9-aaa8-4b9a-a19e-b7447fe4c557,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3b22103ac8210eec7af4a5244a1f49dfafe8403b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99570,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/61eb62a9-aaa8-4b9a-a19e-b7447fe4c557/manifest,,,,,2
